"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Kenya","KEN",115056363,0.367210560389487,2,24,2,5,1,2,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,3,2,,2,2,1,2,2,1,2,,4,3,3,1,1,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,2,2,,,,,1,1,1,1,,,1,1,1,1,2,1,,1,1,1,4,4,1,1,1,1,1,1,1
"Kenya","KEN",122505419,1.05542320689311,1,28,2,4,1,1,1,1,0,1,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,1,2,,2,1,2,,,,2,2,,2,1,2,1,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,1,1
"Kenya","KEN",127004022,0.633299942784708,2,21,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,1,1,2,,,,2,2,2,2,2,2,2,,5,1,1,1,2,2,1,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,1,2,1,2,0,0
"Kenya","KEN",114634648,2.7288714652921,2,48,2,5,1,2,1,1,1,1,1,1,1,2,2,2,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,2,2,2,1,,2,1,1,1,2,1,1,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,3,2,2,4,2,,1,1,1,4,4,4,1,2,1,1,1,0
"Kenya","KEN",195920593,1.00910180879809,2,19,1,4,1,2,1,1,1,1,2,2,,,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,1,1,2,2,1,2,1,3,2,1,1,,,1,1,,,2,,,,,,1,2,1,1,,,2,1,2,2,1,,,1,1,1,1,,,2,3,3,2,4,2,,1,1,1,1,4,1,4,1,1,1,1,0
"Kenya","KEN",173960516,0.341817240980233,1,30,2,5,2,1,1,1,1,1,1,2,,,1,1,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,2,,,,2,2,1,2,2,1,2,,2,2,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Kenya","KEN",171164523,0.341817240980233,1,28,2,5,1,2,1,1,1,,,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,1,3,3,,1,,0,1,1,4,4,4,1,5,1,1,1,0
"Kenya","KEN",135311022,0.411946369860908,1,20,2,5,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,2,1,1,1,2,,2,1,1,1,2,2,1,2,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",165141763,1.48359750592266,1,46,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,4,1,2,0,0
"Kenya","KEN",165831257,1.01415532741147,2,51,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,2,,5,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,4,1,,1,0,4,4,4,2,4,5,1,1,0,0
"Kenya","KEN",128500335,0.656702172533879,2,34,2,4,1,2,1,1,1,1,2,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,1,2,1,2,2,1,1,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,2,1,,1,1,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",183646949,0.962036641824158,1,41,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,1,1,2,,,,2,2,2,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",145835268,1.4454802561937,2,21,2,5,1,2,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,1,1,2,,1,1,2,2,2,1,1,,4,1,2,1,1,,,1,1,,,2,,,,,,1,1,1,1,,,2,1,2,1,1,,,2,,,,,,2,2,2,2,2,2,,1,1,1,1,4,4,4,1,1,1,1,1
"Kenya","KEN",132982623,1.53088807169718,2,22,2,4,1,2,1,1,1,1,2,1,1,1,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,1,2,2,2,2,2,,1,2,2,1,2,2,2,1,1,,,1,1,2,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,2,1,1,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",133721725,0.690052727618843,2,39,1,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,1,2,2,,5,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",206401401,0.963653504129132,2,22,2,3,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,3,3,,2,2,1,2,1,1,1,,3,1,1,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,1,4,4,4,1,1,1,2,1,1
"Kenya","KEN",182453474,2.0374618517783,1,48,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",147697279,1.81837009608733,2,20,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,1,2,1,2,1,,2,1,1,1,1,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,2,2,1,,1,1,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",196606246,0.494885387150886,2,18,2,5,1,1,1,1,1,2,1,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,1,1,2,2,2,2,,,,,1,2,,2,1,1,3,2,,2,2,,1,2,1,1,1,1,3,1,1,2,1,2,1,2,1,2,1,2,1,1,,,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,1,1,1,1,4,1,,1,1,1,4,4,1,1,3,1,1,1,1
"Kenya","KEN",123435049,1.43762518329887,1,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",189943524,0.681324509834891,1,23,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,1,,2,1,2,,,,2,2,2,1,2,2,2,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,1,2,1,1
"Kenya","KEN",115463793,2.7288714652921,2,59,1,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,1,1,2,2,1,1,,2,1,2,,,,2,2,1,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,1,0,4,4,4,4,4,5,1,1,1,1
"Kenya","KEN",152207279,1.26247518284385,1,35,1,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,3,,0,1,4,4,4,4,2,5,1,2,1,0
"Kenya","KEN",175471943,0.953803613068927,2,42,2,4,1,1,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,3,3,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,2,2,2,2,3,1,,1,1,4,4,4,1,4,3,1,1,1,0
"Kenya","KEN",166656431,0.772051185026172,1,24,3,5,1,2,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,1,1,1,2,1,1
"Kenya","KEN",163157454,1.05675825254296,2,21,3,5,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,1,,6,3,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Kenya","KEN",130613321,0.821372751401076,1,72,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,4,4,4,2,4,5,2,2,0,0
"Kenya","KEN",121824445,0.612855656960855,1,43,1,2,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,2,2,1,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,5,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,1,1,1,1,0
"Kenya","KEN",117814138,1.25682478871456,1,22,2,2,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,2,2,2,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,1,,0,1,4,4,4,4,4,1,1,2,1,1
"Kenya","KEN",160392888,1.0427876110684,2,40,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,1,,,,,,,,,,,2,,,2,1,2,,,,2,2,1,2,1,2,1,,5,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,2,1,,1,1,4,4,4,4,4,1,1,2,0,0
"Kenya","KEN",150417855,1.63368386974924,2,21,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,2,2,1,2,2,1,1,2,1,2,2,,,,2,,,,1,2,1,2,,,1,1,2,1,,,1,2,2,,,,,1,1,2,1,,,2,1,2,2,4,1,,1,1,1,4,4,1,1,5,1,2,1,0
"Kenya","KEN",160228419,2.7288714652921,1,58,1,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,1,1,2,2,,,1,1,2,,,,2,2,1,2,1,1,1,,6,1,1,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,1,3,2,2,2,1,1,2,2,4,2,,1,1,4,4,4,3,1,1,1,2,1,0
"Kenya","KEN",190020723,1.92586975031586,1,40,1,3,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,,,2,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,0,1,2,4,4,4,4,1,1,2,1,0
"Kenya","KEN",192814548,0.737768058431103,2,40,2,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,1,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,5,3,2,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,0,4,4,4,4,4,4,1,2,1,0
"Kenya","KEN",167965216,0.675493791921197,2,22,2,4,1,2,1,1,1,2,1,1,1,2,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,2,1,2,1,1,2,,2,1,1,1,2,,2,1,1,2,2,2,1,,2,2,2,1,2,2,2,1,1,,,1,1,1,2,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,2,1,2,3,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Kenya","KEN",149727586,2.12652056106992,1,16,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,1,1,1,1,1,1,,2,1,2,,,,2,1,1,1,1,2,1,1,4,2,1,1,1,,,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,2,1,1,2,4,1,,1,1,1,4,4,1,4,1,1,1,1,1
"Kenya","KEN",201345138,0.736767060479984,1,18,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,1,1,1,2,,1,1,1,2,1,,2,2,1,2,2,2,2,,1,3,2,1,1,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,1,1,4,4,4,4,4,1,1,2,1,1
"Kenya","KEN",205220057,1.15376155128571,2,29,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,2,1,2,2,2,,,2,1,2,,,,1,2,1,1,2,2,1,1,2,3,1,1,1,,,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,1,1,4,4,4,4,1,1,2,1,0
"Kenya","KEN",186170783,0.456936046834759,1,38,1,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,1,2,,,,,,,2,1,2,1,1,2,,2,2,2,,,,2,2,1,2,2,2,2,,4,3,1,1,2,1,1,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,2,1,1
"Kenya","KEN",202890759,2.50571360651364,2,50,1,2,1,1,1,1,1,1,2,2,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,1,1,1,1,1,1,1,1,4,3,3,1,1,,,1,1,,,2,,,,,,1,2,1,1,,,2,1,2,1,1,,,1,1,1,1,,,3,1,1,1,2,1,,1,1,1,1,4,1,4,1,1,1,1,1
"Kenya","KEN",157170409,2.7288714652921,2,54,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",115477435,0.930984295769355,2,20,2,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",148416584,0.5947913362183,2,20,2,2,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,1,1,1,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,4,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,1,0
"Kenya","KEN",146850218,1.8498735702901,1,47,3,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,1,2,,1,2,2,,,,2,2,,2,1,1,1,,5,1,1,2,,,,2,,,,1,2,1,2,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,3,4,4,4,1,5,1,1,0,0
"Kenya","KEN",117564121,0.514798891111344,1,23,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,1,2,2,2,1,1,3,3,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,1,2,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Kenya","KEN",189765562,0.843913014925404,1,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,3,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,3,2,2,0,0
"Kenya","KEN",204889683,0.397536549615986,2,25,2,5,1,1,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,,,,2,,,2,2,1,2,1,,2,1,,1,2,2,1,2,5,1,2,2,,,,1,1,,,2,,,,,,1,1,2,1,,,2,2,1,2,1,,,1,1,1,1,,,3,2,3,2,2,1,,1,1,1,4,1,1,4,1,1,1,1,0
"Kenya","KEN",111761430,0.577240597119702,2,49,2,5,1,1,1,1,1,,,1,2,,1,1,1,2,,1,2,,2,,1,,,,,,,,,,,,,,,,,,,1,2,,,1,1,2,,,,1,2,1,2,1,1,1,,2,3,2,2,,,,1,2,2,2,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,1,4,4,4,1,4,1,2,1,0
"Kenya","KEN",151567089,0.703615471262073,1,26,2,1,1,1,1,1,1,1,1,2,,,2,1,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,2,2,2,2,,2,1,1,1,2,2,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,2,1,1,1,1
"Kenya","KEN",167769543,1.16372057418965,1,29,2,2,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,,,,,,,1,1,2,2,2,,,1,1,2,,,,2,2,2,1,2,2,2,2,1,3,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,1,0,4,4,4,4,4,3,1,1,1,0
"Kenya","KEN",132253636,2.7288714652921,2,60,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Kenya","KEN",125258170,0.829441422198455,1,59,2,5,1,2,1,1,1,2,2,1,1,1,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,2,1,1,2,2,,2,1,1,1,1,,2,1,1,2,2,1,1,,3,3,2,2,,,,1,2,1,1,2,,,,,,1,1,2,1,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,1,4,4,4,4,2,1,2,1,1
"Kenya","KEN",132663218,0.415038384718363,1,25,2,5,1,2,1,1,0,1,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,1,1,1,2,,,,,1,2,,1,1,2,,,,1,2,,2,2,2,2,,4,3,3,1,1,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,1,2,1,,1,1,1,4,4,4,1,1,1,2,1,1
"Kenya","KEN",139169010,0.574524336738796,2,31,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,1,1,1,2,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,1,1
"Kenya","KEN",181532210,0.465492147884678,2,19,2,4,2,1,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,2,2,2,1,2,,,2,1,2,,,,2,1,1,2,1,1,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,2,2,1,2,,1,1,4,1,4,4,4,1,1,1,1,0
"Kenya","KEN",114567613,1.61284002646239,1,17,2,4,1,1,1,1,1,2,2,1,1,2,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,0,4,4,4,4,4,3,1,1,1,0
"Kenya","KEN",139462791,0.98901313035126,1,25,2,1,1,2,1,1,1,1,2,2,,,2,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,2,2,,,,1,2,2,2,1,2,2,,1,1,1,1,1,,,1,2,1,1,1,1,2,1,,,1,1,1,2,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,4,1,,1,1,1,1,4,4,1,1,1,1,1,0
"Kenya","KEN",156440049,0.485985777518478,1,20,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,2,4,4,4,2,3,1,1,0,0
"Kenya","KEN",137428947,1.2610488408069,2,16,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,,,,,2,,,2,1,1,2,2,,1,2,,2,2,2,1,,3,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,0,0
"Kenya","KEN",116807983,0.653699492715762,2,27,2,4,1,2,1,1,1,1,2,2,,,1,1,1,2,,2,1,2,2,,2,,,,,,,,,,,,,,,,1,1,1,2,1,1,,1,1,1,1,1,,1,1,1,2,1,1,1,,4,1,1,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,2,4,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Kenya","KEN",160954711,0.811742769651957,1,40,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,4,5,2,1,0,0
"Kenya","KEN",207375087,1.07334525887901,1,30,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,1,1,2,1,1,2,,2,1,2,,,,2,2,1,1,2,2,2,2,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,1,0,4,4,4,4,4,2,1,1,1,1
"Kenya","KEN",152258060,0.988172992709558,1,15,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",122456584,2.7288714652921,2,54,2,5,1,2,1,1,1,2,2,1,1,2,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,2,2,2,2,1,,3,2,1,1,1,,,1,1,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,1,1,2,1,,,3,1,3,3,,1,,0,1,2,4,4,1,4,1,1,2,1,1
