"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Kenya","KEN",115965233,0.939020353059048,1,23,2,4,1,2,1,1,1,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,,,,,,1,2,1,1,2,,,1,2,2,,,,2,2,1,1,2,2,2,2,5,1,1,2,,,,1,2,1,1,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,1,1,4,4,4,4,1,2,1,2,1,0
"Kenya","KEN",181460009,0.479208394432958,1,26,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,,,,,1,2,,2,1,2,,,,2,2,,1,1,1,1,1,2,1,1,1,2,1,1,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,1,2,2,2,0,0
"Kenya","KEN",149276676,0.462180114061207,1,25,3,5,1,2,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,1,,2,2,2,2,2,2,1,,3,2,1,1,1,,,1,1,,,1,2,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,3,1,1,1,4,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",111868942,0.90605125307085,2,35,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,,,,,,1,1,1,1,1,2,,1,1,1,2,2,,2,2,1,2,2,2,2,,4,3,2,1,2,1,1,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,1,4,4,4,4,1,1,2,1,1
"Kenya","KEN",210091796,0.533012492339555,2,20,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,3,1,2,2,2,3,2,2,3,1,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,4,2,2,,7,,,2,,,,2,,,,4,,,,,,1,2,2,1,,,2,3,2,,,,,2,,,,,,2,1,2,1,4,1,,0,0,1,5,4,4,5,5,1,1,1,0
"Kenya","KEN",112227615,1.43888862562692,1,42,1,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,2,2,2,2,1,,6,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,1,4,1,,0,1,4,1,4,4,4,3,1,2,1,1
"Kenya","KEN",126169660,0.347088756628994,2,25,3,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,1,1,1,2,,1,1,1,1,1,,2,2,2,2,2,2,2,,5,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,2,4,1,,0,1,4,4,4,4,4,1,2,1,1,1
"Kenya","KEN",169190904,0.462298648496554,2,19,2,4,1,1,1,1,1,1,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,2,2,2,2,1,,3,2,1,1,1,,,1,1,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,1,2,1,4,2,,1,1,1,4,4,4,4,1,1,1,1,1
"Kenya","KEN",207913037,0.659424091282728,1,38,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,2,1,1,2,,,2,1,2,,,,2,2,2,1,1,2,1,1,2,1,1,1,1,,,1,2,2,1,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,2,2,2,4,2,,1,1,4,3,4,4,4,1,1,1,1,0
"Kenya","KEN",194134988,0.462180114061207,1,26,3,5,1,1,1,1,1,1,1,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,1,1,2,,2,2,2,2,2,2,1,,5,1,1,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,1,1,1,1,1,1
"Kenya","KEN",136806058,0.801936000146581,1,30,2,3,1,1,1,1,1,2,2,1,1,1,1,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,2,1,2,1,1,1,5,2,1,1,1,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,2,2,,,,,1,3,2,1,,,1,1,2,1,4,1,,1,1,1,4,4,1,1,1,1,1,1,1
"Kenya","KEN",171595850,0.382722017924296,2,24,3,5,1,2,1,1,1,2,1,1,1,2,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,2,1,2,1,1,2,,2,1,1,1,2,,2,1,1,2,2,2,1,,4,2,2,1,2,2,2,1,1,,,1,1,1,2,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,2,1,2,3,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Kenya","KEN",171878698,2.6881534401055,1,60,2,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,1,1,2,,,,2,2,2,2,2,2,1,,5,1,1,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,2,1,1,,0,1,4,4,4,2,1,1,1,2,1,0
"Kenya","KEN",156241806,1.03509554173319,1,24,1,3,1,1,1,1,1,2,2,1,2,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,2,,,,2,2,2,2,2,2,1,,2,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",144196595,1.22571131392171,1,37,1,1,1,1,1,1,1,2,2,2,,,2,2,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,2,2,2,1,1,1,,1,1,2,,,,2,2,2,1,1,2,2,1,2,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,3,3,,1,1,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",112445837,1.25682478871456,1,18,2,2,2,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,2,2,2,2,2,1,,6,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,1,4,4,4,4,4,1,1,2,1,0
"Kenya","KEN",206675474,1.07310914569049,2,22,2,4,1,2,1,1,1,1,2,1,1,2,1,2,1,2,,2,2,,2,,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,1,1,1,1,1,1,1,2,2,1,1,1,1,,,1,1,,,1,1,1,1,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",150592045,1.99464028800088,1,55,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,1,1,2,,,,2,2,1,2,2,2,2,,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,0,4,4,4,4,1,4,1,2,0,0
"Kenya","KEN",155015266,0.387798748632728,1,23,2,3,1,2,1,1,1,1,1,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,2,2,,,,1,2,1,1,2,2,2,2,6,1,1,2,,,,2,,,,1,2,2,,,1,1,1,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,2,5,2,2,1,1
"Kenya","KEN",172171665,0.681324509834891,1,23,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,1,2,,2,1,1,2,2,,2,2,2,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,2,2,2,3,2,,0,1,4,4,4,1,4,5,2,2,1,1
"Kenya","KEN",138650859,0.64013440219071,1,35,2,4,1,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Kenya","KEN",211040538,0.476529534737316,1,23,2,1,1,1,1,1,1,1,1,2,,,1,1,1,1,2,2,1,2,2,,1,,,,,,,,,,1,2,1,1,2,2,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,1,2,1,1,,,2,,,,,,2,1,3,2,2,1,,0,1,4,1,4,4,4,2,1,1,1,0
"Kenya","KEN",186498926,0.44729547553123,1,23,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",138645452,1.69591192619152,1,15,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",180018937,1.18215665972375,1,36,2,4,1,1,1,1,1,1,1,2,,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,1,1,,2,2,1,2,2,2,2,,2,2,1,1,1,,,1,1,,,1,2,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,1,2,1,,1,0,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",144350093,0.554816949126804,1,40,2,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,2,2,2,,,,1,2,,1,1,2,1,1,4,2,2,2,,,,1,2,2,2,1,2,1,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,1,2,4,4,4,1,4,1,2,0,0
"Kenya","KEN",129729847,1.09407863159584,1,32,3,5,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,1,1,1,2,2,2,1,1,2,1,1,1,,,2,,,,1,2,1,2,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,1,1,4,4,4,1,1,1,1,1,0
"Kenya","KEN",199146634,0.678541439833166,1,21,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,1,3,1,,1,1,4,4,4,4,4,1,1,2,0,0
"Kenya","KEN",119698021,2.22899451263517,2,50,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,1,,1,1,2,,,,1,2,1,1,2,2,2,1,1,1,1,1,1,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,1,2,2,2,2,,1,1,4,4,4,1,4,1,1,2,1,1
"Kenya","KEN",167425682,0.723143732390435,2,30,2,5,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,1,1,3,,1,1,2,,,,1,2,2,1,2,1,1,1,4,2,2,1,1,,,1,1,,,1,2,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,2,2,3,3,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",195894331,0.545515134162528,1,34,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,4,1,,0,0,4,4,4,4,1,5,1,1,0,0
"Kenya","KEN",194957909,0.795073099231972,2,28,2,5,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,2,2,,2,1,1,1,1,1,1,1,5,2,2,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,1,1,1,,,2,2,1,1,3,1,,1,1,4,4,4,1,1,1,1,1,1,1
"Kenya","KEN",184359545,0.341817240980233,1,30,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,,,,,2,,,2,2,1,2,4,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,5,1,2,0,0
"Kenya","KEN",112134108,1.28110236069674,1,20,2,5,2,1,1,1,1,2,1,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,3,3,2,,1,,1,0,4,1,4,4,4,5,1,1,1,0
"Kenya","KEN",189578397,2.7288714652921,2,41,3,5,1,2,1,1,1,1,1,1,1,2,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,2,2,,,1,1,2,,,,1,1,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,2,1,2,,,1,1,1,2,,,2,1,2,2,1,,,2,,,,,,3,2,2,2,2,1,,1,0,1,1,4,4,1,1,1,1,1,0
"Kenya","KEN",127956244,0.355293321240868,1,21,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,1,2,2,2,2,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,1,1,0
"Kenya","KEN",129077260,0.555121454482155,2,51,2,5,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,2,,,,1,1,2,1,2,2,1,2,4,2,2,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,1,1,2,1,2,,,2,,,,,,3,2,1,1,4,1,,1,1,1,1,4,4,1,1,1,1,1,1
"Kenya","KEN",152886428,0.677783995493312,2,32,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,2,2,2,1,,3,1,2,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,4,3,1,1,1,1
"Kenya","KEN",174878772,0.455199831124495,2,27,2,4,1,1,1,1,0,1,2,1,1,2,1,1,2,,,,1,2,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,3,,1,0,4,4,4,4,4,5,1,1,1,0
"Kenya","KEN",210991127,1.58266884922553,2,50,2,4,2,1,1,1,1,2,2,2,,,1,1,2,,,,2,,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,3,1,,1,2,2,2,2,1,1,,2,2,2,1,2,1,1,1,1,,,1,1,1,2,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,2,4,1,,1,1,4,3,4,4,1,1,1,1,1,1
"Kenya","KEN",183832054,1.54560068682152,2,37,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,2,2,2,1,1,,2,1,2,,,,2,2,1,1,2,2,2,1,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,3,2,3,2,2,2,,1,1,4,4,4,1,4,5,1,2,1,1
"Kenya","KEN",160034365,1.38689594548966,2,22,2,3,2,1,1,1,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,2,1,2,2,2,2,,2,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,1,1,4,4,4,1,1,1,1,1,0
"Kenya","KEN",136845506,1.03509554173319,1,24,1,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,1,1,1,2,,1,1,2,,,,2,2,2,1,2,2,1,1,5,2,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,1,2,4,1,,1,1,4,4,4,2,1,1,1,1,1,1
"Kenya","KEN",146314736,0.485985777518479,1,21,2,5,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",172455845,1.54560068682152,2,35,2,1,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,3,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,2,2,2,4,1,,1,1,4,4,4,1,4,1,1,1,1,0
"Kenya","KEN",203988405,1.38775888911658,1,40,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,2,1,2,1,,5,2,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,2,2,4,2,,1,1,4,4,4,2,2,1,1,2,1,1
"Kenya","KEN",131219881,1.06602498467911,2,16,2,3,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,,,,,,1,2,2,1,2,,,2,1,2,,,,1,2,2,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,4,4,,3,,1,0,4,4,4,4,4,5,1,1,1,0
"Kenya","KEN",207741390,2.7288714652921,2,15,1,3,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,,,,1,2,,,2,2,2,,,,2,2,1,2,2,2,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,4,3,,1,1,4,4,4,1,4,5,2,2,1,0
"Kenya","KEN",168163720,0.690052727618843,2,39,1,2,1,1,1,1,1,1,1,2,,,1,1,2,,,,1,1,2,,2,,,,,,,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,1,2,2,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,1,3,3,3,,1,,1,0,1,4,4,4,4,5,1,1,1,0
"Kenya","KEN",132155558,0.466289111537819,1,24,2,4,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,1,1,2,1,1,2,,1,1,2,,,,2,2,1,1,2,2,1,2,1,2,1,1,1,,,1,1,,,1,2,1,2,,,1,1,2,1,,,1,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",207071759,0.757454508508807,2,33,2,3,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,1,2,2,1,2,2,1,2,2,2,1,2,,,,2,,,,1,2,1,2,,,1,2,2,1,,,2,2,2,,,,,1,1,2,1,,,2,1,1,1,4,1,,1,1,1,4,4,1,1,5,1,1,1,1
"Kenya","KEN",166917203,0.41110002792332,1,22,1,4,1,1,1,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,1,2,2,1,2,,,1,2,2,,,,2,2,2,2,1,2,1,,4,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,4,4,4,4,1,5,1,1,1,0
"Kenya","KEN",117581683,2.70197516768479,2,24,2,3,1,1,1,1,1,1,2,1,1,2,2,1,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,1,1,1,1,1
"Kenya","KEN",124036942,0.822973042182779,2,27,2,3,1,2,1,1,1,1,2,1,2,,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,1,2,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,2,4,1,,1,0,4,4,4,2,4,1,1,1,1,0
"Kenya","KEN",150544731,0.341817240980233,1,30,3,5,1,2,1,1,1,1,2,2,,,2,1,1,2,,2,2,,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,2,2,2,2,2,2,1,,1,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,1,2,2,2,1,,2,,,,,,3,2,3,3,,3,,0,1,4,2,4,4,1,5,1,2,1,1
"Kenya","KEN",203322192,0.458224815475129,2,30,2,5,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,2,1,,2,2,1,1,1,1,1,1,6,2,2,1,1,,,1,2,1,1,1,2,1,2,,,1,2,1,1,,,2,1,2,2,2,2,2,1,1,1,1,,,1,1,2,2,2,1,,1,1,1,3,4,1,1,1,1,1,1,1
"Kenya","KEN",209304088,0.666845543093344,1,40,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,1,1,1,2,,1,1,2,,,,2,2,2,1,1,2,2,1,3,1,1,1,1,,,1,2,1,1,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,1,1,1,2,1,1
"Kenya","KEN",178316028,1.43852188230229,1,45,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Kenya","KEN",137937774,1.90042947701636,2,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",145536285,2.3724958946275,2,69,2,3,2,1,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,1,1,1,1,,,,,2,,,1,1,2,,,,2,2,,2,1,1,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,2,2,1,0
"Kenya","KEN",141483191,2.7288714652921,2,35,1,1,1,1,0,0,0,,,3,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,3,3,,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",173492277,0.980549239073643,2,30,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,1,1,1,2,,1,2,2,,,,2,2,1,2,1,2,1,,2,1,1,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,1,1,4,4,4,4,1,1,1,2,1,1
"Kenya","KEN",158806610,1.13940034267056,1,25,2,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,2,2,,,1,1,2,,,,2,1,1,1,1,1,1,2,1,3,3,1,1,,,2,,,,2,,,,,,1,2,1,1,,,1,1,2,1,2,,,1,1,1,2,,,3,3,3,3,,3,,1,1,1,1,4,1,4,1,1,1,1,0
"Kenya","KEN",194267527,1.63993778453316,2,66,1,1,1,1,1,1,1,1,1,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,,,2,2,2,,,,2,2,2,1,2,2,1,1,1,3,3,1,2,1,1,1,1,,,1,1,1,2,,,1,2,2,1,,,2,1,2,2,2,2,2,1,1,2,1,,,2,3,3,3,,2,,1,1,1,3,4,1,1,1,1,1,1,0
